date,name,mobility_score
2020-05-23,all,0.2936966733550383
2020-05-24,Melbourne - Inner,0.1765218800536085
2020-05-24,Melbourne - Inner East,0.3320715881851695
2020-05-24,Melbourne - Inner South,0.40094790466719965
2020-05-24,Melbourne - North East,0.34811881780962745
2020-05-24,Melbourne - North West,0.6424954975879876
2020-05-24,Melbourne - Outer East,0.39053915373937503
2020-05-24,Melbourne - South East,0.6010484016657511
2020-05-24,Melbourne - West,0.5091630136384022
2020-05-24,Mornington Peninsula,0.2758916127409386
2020-05-24,all,0.2866816485933121
2020-05-25,Melbourne - Inner,0.27339805499496844
2020-05-25,Melbourne - Inner East,0.2894360296606715
2020-05-25,Melbourne - Inner South,0.28059700073976823
2020-05-25,Melbourne - North East,0.4834694239573619
2020-05-25,Melbourne - North West,0.49076199364415796
2020-05-25,Melbourne - Outer East,0.44983740987195475
2020-05-25,Melbourne - South East,0.45221845876089345
2020-05-25,Melbourne - West,0.47456330965452825
2020-05-25,Mornington Peninsula,0.4713986242896469
2020-05-25,all,0.32517494348374876
2020-05-26,Melbourne - Inner,0.33107172161390425
2020-05-26,Melbourne - Inner East,0.3783611030355309
2020-05-26,Melbourne - Inner South,0.3889316489568319
2020-05-26,Melbourne - North East,0.34813955938699187
2020-05-26,Melbourne - North West,0.5006879248345074
2020-05-26,Melbourne - Outer East,0.3194450027663031
2020-05-26,Melbourne - South East,0.500281631840039
2020-05-26,Melbourne - West,0.4707774125636402
2020-05-26,Mornington Peninsula,0.4308595110318019
2020-05-26,all,0.3731585954588961
2020-05-27,Melbourne - Inner,0.3132942699058344
2020-05-27,Melbourne - Inner East,0.28349350867010836
2020-05-27,Melbourne - Inner South,0.37560790366263164
2020-05-27,Melbourne - North East,0.4789751640547003
2020-05-27,Melbourne - North West,0.4248893796191023
2020-05-27,Melbourne - Outer East,0.34958664831031705
2020-05-27,Melbourne - South East,0.4647588854091322
2020-05-27,Melbourne - West,0.4120695502545848
2020-05-27,Mornington Peninsula,0.5101419897007965
2020-05-27,all,0.34900842847700075
2020-05-28,Melbourne - Inner,0.32190624816368396
2020-05-28,Melbourne - Inner East,0.3131632943475527
2020-05-28,Melbourne - Inner South,0.33698375264817915
2020-05-28,Melbourne - North East,0.4016818671208825
2020-05-28,Melbourne - North West,0.49175186916559577
2020-05-28,Melbourne - Outer East,0.42043907957241833
2020-05-28,Melbourne - South East,0.4188335371625052
2020-05-28,Melbourne - West,0.40882816687809603
2020-05-28,Mornington Peninsula,0.4659859373623949
2020-05-28,all,0.34718662816723184
2020-05-29,Melbourne - Inner,0.36225194172735237
2020-05-29,Melbourne - Inner East,0.375107407057905
2020-05-29,Melbourne - Inner South,0.41926370695236537
2020-05-29,Melbourne - North East,0.536938723110522
2020-05-29,Melbourne - North West,0.48680925173853085
